isn_dob_bis_viol,boro,bin,block,lot,issue_date,violation_type_code,violation_number,house_number,street,device_number,description,number,violation_category,violation_type,disposition_date,disposition_comments
27232,1,1002172,190.0,41.0,19881214,E,1156A\6,248,W BWAY,1F1146,(51)REMOVE LOCKS TERMINAL FLOORS (52)PROVIDE WINDOW GUARADS AND S               SHAFTWAY SIGNS OVER HOISTWAY GLASS WINDOW (53)FIX CAR TOP 21&24                 RESHACKLE,V*121488E1156A\6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19930728.0,
31654,1,1002177,191.0,10.0,19881212,E,1156A/3,8,WHITE STREET,1F1150,51-PROVIDE PARKING DEVICE 1ST FLOOR,V*121288E1156A/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890221.0,213-78
10349,1,1002183,191.0,18.0,19880927,C,A2LB04,17,6 AVENUE,,,V*092788CA2LB04,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,19920612.0,
235555,1,1002192,192.0,1.0,19871214,LL5,F3,14,WALKER STREET,,,V*121487LL5F3,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE,19940919.0,"FIRE DEPT. LETTER DATED MARCH 19, 1993  FOR MODIFIED CLASS E FIRE ALARM."
20909,1,1002193,193.0,4.0,19880613,E,1156A2,60,WHITE STREET,,,V*061388E1156A2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881203.0,
27419,1,1002193,193.0,7511.0,19881203,E,1156A/04,60,WHITE ST,1P1783,51)RESTORE TO PROPER WORK ORDER SO A COMPLETE INSPECTED CAN BE                  MADE,V*120388E1156A/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910912.0,
27442,1,1002195,193.0,6.0,19881206,E,1156A/06,54,WHITE ST,1P1309,51)UNDER CWT COMMUCTATOR 52)CORRECT TRIPPING HAZZARD 1ST FL                     53)PROVIDE OUTSIDE COMMUNCATION TO EMER ERVICE,V*120688E1156A/06,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910311.0,
27092,1,1002199,193.0,12.0,19881213,E,1156A\2,44,WHITE STREET,1S704,(51)S\W 704 FILE WITH HIS DEPT FOR DISMANTLE OR REMOVAL OF S\W704               OR RESTORE TO COMPLETE WORKING ORDER SO A COMPLETE INSPECTION CAN BE            MADE,V*121388E1156A\2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20160801.0,JMA    COPY OF VIOLATION NOT AVAILABLE
26226,1,1002201,193.0,14.0,19881212,E,1156A/5,40,WHITE STREET,1S702,(1) RESTORE SIDE WALK TO FULL WORKING ORDER SO A COMPLETE INSPEC-               TION CAN BE MADE,V*121288E1156A/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910913.0,
27095,1,1002203,193.0,16.0,19881213,E,1156A\1,36,WHITE ST,1P11429,(51)REPLACE CAR DOOR TRACK (52)PROVIDE COMPLETE ACCESS,V*121388E1156A\1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920117.0,
19231,1,1002217,193.0,45.0,19881004,E,1179A-04,393,BROADWAY,1P1977,(51) TAG FOR ALL TEST  (33) REMOVE LOCKS (43) CLEAN TOP AND BOTTO               M AND BOTTOM OF CARE (47) DOOR AND PROVIDE LIGHT TO OVER HEAD,V*100488E1179A-04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910515.0,
20036,1,1002219,193.0,47.0,19881004,E,1179A/2,385,BWAY,1P1663,,V*100488E1179A/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881227.0,280-82
20045,1,1002219,193.0,47.0,19881004,E,1179A/3,385,BWAY,1F1154,(45)ACCESS TO PIT PROVIDE LIGHT.(51)REPAIR PARKING DEVICE,V*100488E1179A/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881227.0,280-82
19396,1,1002220,193.0,50.0,19881004,E,1179A-01,381,BWAY,1P1974,(51) REMOVE BY PASS KEY SWITCH (52) REMOVE ALL PULL CORDS                            (32) 3RD AND 5TH...............(50) TO M/R & OVERHEAD,V*100488E1179A-01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20160516.0,JMA
24167,1,1002285,194.0,3.0,19881114,E,113301/07,58,WALKER ST,1S735,51)REMOVE  OBSTRUCTION FROM S/W PLATFORM OR REMOVE ELEV AND FILE                WITH THIS DEPT,V*111488E113301/07,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910521.0,
23273,1,1002288,194.0,9.0,19881227,B,58267-01,46,WALKER STREET,,,V*122788B58267-01,V*-DOB VIOLATION - DISMISSED,B-BOILER                                                          BOILER  OPTIONAL,19960326.0,VIOLATION DISMISSED
22822,1,1002294,194.0,15.0,19881128,E,1156A\2,34,WALKER ST,1P11758,(47)DOOR AND STEPS (51)TAG GOB TO SHOW 5 YR SAFETY TESTS (52)                   COVER LITE IN ELEVATOR,V*112888E1156A\2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910521.0,3
27321,1,1002301,194.0,24.0,19881214,E,14731\3,42,LISPENARD ST,1S720,(51)RESTORE SIDEWALK ELEVATOR TO PROPER OPERATION OR FILE                       BUILDING NOTICE TO DISMANTLE OR REMOVE SAME,V*121488E14731\3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910516.0,
27323,1,1002307,194.0,32.0,19881214,E,14731\5,60,LISPENARD ST,1P19947,(07)PROVIDE PROPER CLEARANCE FOR SHEAVE IN PIT (51)PROVIDE FACIAD               PLATE BELOW HOISTWAY DOOR SADDLE ON MAIN FLOOR,V*121488E14731\5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910516.0,
27324,1,1002307,194.0,32.0,19881214,E,14731\6,60,LISPENARD ST,1P1797,(51)RESTORE ELEVTOR TO PROPER OPERATION JOR FILE BUILDING NOTICE                AND OBTAIN PERMIT TO DISMANTLE OR REMOVE COMPLETE,V*121488E14731\6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910917.0,
21901,1,1002308,194.0,38.0,19881005,E,1179A-03,407,BWAY,1P1665,(51)  PROVIDE GUARDS FOR CABLES ON TRACTION MACHINES                                 (52)  PROVIDE LIGHT IN CAR                                                      (47)  PROVIDE LIGHT                                                             (50)  TO PIT,V*100588E1179A-03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19911202.0,211/78
21881,1,1002309,194.0,40.0,19881005,E,1179A-01,405,BWAY,1P1982,(51) REMOVE BY PASS KEY SWITCH (52)  TO M/R AND OVERHEAD                             (08) CLEAN OIL FROM            (33)  HOLE REPAIR,V*100588E1179A-01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910517.0,
1711,1,1002318,195.0,2.0,19880729,E,11711/2,384,BROADWAY,1F1166,(21 THRU 24) RESHACKLE & PROPERLY DATE & TAG,V*072988E11711/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901026.0,
1709,1,1002318,195.0,2.0,19880729,E,11711/1,384,BROADWAY,1P2102,(51)REMOVE TOP FLOOR HOISTWAY DOOW CYLEDER LOCK. (21)RESHACKLE                  & PROPERLY DATE & TAG,V*072988E11711/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910115.0,
3494,1,1002319,195.0,3.0,19880729,E,11711/3,388,BROADWAY,1P1975,PROVIDE VISION PANEL GRILLES,V*072988E11711/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890925.0,
3492,1,1002319,195.0,3.0,19880729,E,11711/4,388,BROADWAY,1F1167,REPAIR & SECURE SLACK CABLE (CROSSBAR),V*072988E11711/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890925.0,
1713,1,1002321,195.0,5.0,19880729,E,11711/6,392,BWAY,1F1171,(9)SECURE CAR SWICHT TO CAB,V*072988E11711/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881025.0,353-86
16117,1,1002327,195.0,14.0,19880921,E,117937/6,87,WALKER ST,1P1825,51-RESTORE TO SERVICE.  52-REMOVE ALL JUMPERS ON INTERLOCK                      53-REPAIR GATE SWITCH.  54-PROVIDE EMERGENCY ALARM IN CAR,V*092188E117937/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20000207.0,CIACGR ADM.DISM.
16118,1,1002329,195.0,17.0,19880921,E,117937/8,93,WALKER ST,1P2010,51-TAG FOR RESHACKLING.  52-REMOVE ALL ILLEGAL LOCK IN                          HOISTWAY.  53-REPAIR CAR FLOOR.  54-REPAIR OVERHEAD CEILING                     54-REPAIR CAR FLOOR ANNUNCIATOR,V*092188E117937/8,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910508.0,
16132,1,1002329,195.0,17.0,19880921,E,117937/9,93,WALKER ST,1P2011,51-ELIMINATE EXCESSIVE ARCHING ON CONTROLLER.  52-REPAIR                        EXCESSIVE PLAY/MOTION ON MAIN MACHINE,V*092188E117937/9,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910508.0,
5924,1,1002330,195.0,21.0,19880818,E,1156A/7,90,LAFAYETTE ST,1P21449,,V*081888E1156A/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901025.0,
39148,1,1002333,195.0,30.0,19880921,E,117937\01,80,WHITE STREET,1F1161,(51)TAG GOVERNOR FOR ALL TEST (34)REPAIR WEST DOOR,V*092188E117937\01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19930316.0,
1664,1,1002335,196.0,2.0,19880801,E,11711/4,402,BWAY,1P8193,(51)PROVIDE OUTSIDE COMMUNICATIONS,V*080188E11711/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19990202.0,CIACGR ADM.DISM.
1668,1,1002337,196.0,4.0,19880801,E,11711/5,406,BWAY,1P20214,(51)PROVIDE OUTSIDE COMMUNICATION.(52)COVER ALL ELECTRICAL BOXES                IN SHAFT,V*080188E11711/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20080520.0,CIABNC ADM. DISM DUE TO CURRENT 5 YEAR TEST    080304 1P20214
1669,1,1002345,196.0,15.0,19880803,E,11711/2,264,CANAL ST,1P12149,REMOVE COCK FROM TOP FLOOR HOISTWAY DOOR,V*080388E11711/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19950511.0,
1670,1,1002347,196.0,21.0,19880803,E,11711/1,254,CANAL ST,1S742,RESTORE S.W.ELEV. TO SERVICE OR FILE FOR REMOVAL,V*080388E11711/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19930318.0,
16113,1,1002349,196.0,24.0,19880921,E,117937/7,88,WALKER ST,1P1826,29-ELIMINATE EXCESSIVE VIBRATION.  51-REMOVE ALL ILLEGAL LOCKS                  IN HOISTWAY.  52-TAG GOVERNOR FOR ALL TEST.  53-REPAIR CAR GATE,V*092188E117937/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19980617.0,CIACDA ADMINISTRATIVE DISMISSAL
16133,1,1002350,196.0,26.0,19880919,E,1179  /4,86,WALKER,1F1183,51-RESTORE TO SERVICE,V*091988E1179  /4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19930318.0,
27425,1,1002354,196.0,31.0,19881215,E,1156A/04,72,WALKER ST,1P1821,(51) FILE WITH THIS DEPT FOR NEW CONTROLLER (52) CLEAN                          COMMIUTATION (53) REMOVE BY PASS KEY SWITCH (54) PROVIDE DEVICE,V*121588E1156A/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19930318.0,
16460,1,1002356,197.0,7.0,19880922,E,117931\2,101,LAFAYETTE ST,1P16526,(51)TAG GOVERNOR FOR ALL TEST (52)REMOVE LOCK FROM TOP AND BOTTOM               TERMINAL LANDING,V*092288E117931\2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900510.0,
16475,1,1002356,197.0,7.0,19880922,E,117937\3,101,LAFAYETTE ST,1S752,(51)FILE PROPER PAPERS TO HAVE SW ELEV#752 DISMANTLE OR REMOVED                 OR REPLACE BACK IN SERVICE,V*092288E117937\3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20120531.0,CIABNC ADM. DISM. DUE TO CURRENT CAT5 TEST     1P16525 06/10/10
386,1,1002365,198.0,29.0,19880706,E,1383A\08,118,WALKER ST,1P1827,(51)TOTALLY REMOVE EMERSGENCY BY-PASS SWITCH,V*070688E1383A\08,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920629.0,367001
57,1,1002376,199.0,21.0,19880707,E,13834\04,81,MULBERRY ST,1P28370,,V*070788E13834\04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890908.0,
149,1,1002390,200.0,16.0,19880701,E,1383A\02,196,CANAL STREET,1S755,(51) FILE THE NECESSARY PAPERWORK WITH THIS DEPT. FOR THE                       .....REMOVAL OF SIDEWALK ELEVATOR #1S755,V*070188E1383A\02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20050902.0,CIABNC ADM. DISM.
10358,1,1002394,200.0,21.0,19881003,C,A3RD04,77,MOTT STREET,,,V100388CA3RD04,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,,
115,1,1002394,200.0,21.0,19880707,E,1383A\02,77,MOTT ST,1F1189,(33) REMOVE LOCKS FROM TOP AND BOTTOM TERMINAL FLOORS,V*070788E1383A\02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19930218.0,246004
157,1,1002415,201.0,22.0,19880706,E,1383A\02,17,ELIZABETH ST,1F1191,"(43) GUIDE SHOES, REPAIR, RENEW                                                 .....(21)+(24) RESHACKLE AND PROPERLY DATE AND TAG FOR THE SAME                 .....(51) TOTALLY REMOVE EMERGENCY BY-PASS KEY SWITCH",V*070688E1383A\02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900530.0,
190,1,1002415,201.0,7501.0,19880706,E,1383A\01,13,ELIZABETH STREE,1F1190,(51) RESTORE ELEV.#F-1190 TO SERVICE SO AN INSPECTION CAN BE                    ..........MADE OR FILE THE NECESSARY PAPERWORK WITH THIS DEPT TO                ..........PROPERLY DISMANTLE OR REMOVE SAME,V*070688E1383A\01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900321.0,52-74  BN 986/89
27556,1,1002603,203.0,2.0,19881201,E,1156A\2,40,ELIZABETH ST,1F1194,(47)LITE (51)REMOVE EMER BY-PASS SWITCH (52)REPLACE PULL ROPE                   OPERATOR,V*120188E1156A\2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890517.0,052-74
29356,1,1002609,203.0,21.0,19881216,E,1156A\1,80,BOWERY,1P19345,(15)SECURE (51)FILE NECESSARY BN WITH THIS DEPT FOR INSTALLATION                OF NEW CONTROLLER,V*121688E1156A\1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881223.0,053-74
24274,1,1002615,204.0,1.0,19881209,E,113302/02,94,MOTT ST,1S763,(51) FILE FOR REMOVAL OF SIDEWALK ELEVATOR WITH THIS DEPTMENT,V*120988E113302/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890321.0,
24273,1,1002615,204.0,1.0,19881209,E,113302/01,94,MOTT ST,1P2037,,V*120988E113302/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890502.0,052-74
23563,1,1002618,204.0,16.0,19881130,E,1156A-8,59,ELIZABETH ST,1P1889,(15)  SECURE  (21) & (24)  RESHACKLE,V*113088E1156A-8,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890109.0,346-86
27251,1,1002620,204.0,22.0,19881202,E,1156A/01,49,ELIZABETH ST,1F1198,PROVIDE PARKING LOCK DEVICE ON STREET. LEVEL HOISTWAY DOORS,V*120288E1156A/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910219.0,
11834,1,1002652,206.0,16.0,19881020,C,A3RD03,127,MULBERRY STREET,,,V*102088CA3RD03,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,19890801.0,
27552,1,1002658,206.0,26.0,19881201,E,1156A\1,203,CANAL ST,1P8400,(51)REMOVE LOCKS FROM TERMINAL FLOOR LEVELS,V*120188E1156A\1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20011024.0,CIACGR ADM.DISM.
27432,1,1002669,207.0,17.0,19881215,E,1156A/06,118,BAXTER STREET,1F1205,(51) RESTORE TO FULL SERVICE SO A COMPLETE INSPECTION CAN BE DONE               MADE,V*121588E1156A/06,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910219.0,
27427,1,1002669,207.0,17.0,19881215,E,1156A/05,118,BAXTER STREET,1F1204,(51) REMOVE BY PASS KEY SWITCH,V*121588E1156A/05,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19940428.0,
8299,1,1002672,208.0,4.0,19880830,E,1156A/3,123,LAFAYETTE ST,1P4644,,V*083088E1156A/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890317.0,
8322,1,1002673,208.0,10.0,19880831,E,1156A/1,129,LAFAYETTE ST,1P11078,(21 & 24) RESHACKLE (51) REMOVE HOISTWAY DOOR LOCKS FROM TERMINAL               FLOORS,V*083188E1156A/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901221.0,
8320,1,1002673,208.0,10.0,19880831,E,1156A/Z,129,LAFAYETTE ST,1P11079,(21 & 24) RESHACKLE (51) REMOVE LOCKS FROM TERMINAL FLOOR HOISTWAY              DOOR,V*083188E1156A/Z,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901221.0,
6839,1,1002675,208.0,19.0,19880816,E,138332/2,241,CANAL ST,1P32610,,V*081688E138332/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900514.0,
6845,1,1002676,208.0,20.0,19880816,E,138332/4,243,CANAL ST,1F1206,21& 24) RESHACKLE AND PROPERLY DATE & TAG FOR SAME. (46)REPAIR                  OVERHEAD SHEAVE ROOM DOOR & CLEAN CAR TOP & BOTTOM (51) TOTALLY                 REMOVE EMERGENCY BY-PASS KEY SWITCH,V*081688E138332/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901221.0,
109621,1,1002677,208.0,21.0,19880816,E,1383325,245,CANAL ST,1P1861,TOTALLY REMOVE EMERGENCY BY-PASS KEY SWITCH,V*081688E1383325,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910423.0,346-86
5922,1,1002678,209.0,1.0,19880817,E,1156A/7,418,BROADWAY,1P4172,(51) COVER MAIN LINE ELECTRIC FEEDERS IN MOTOR ROOM (52)REMOVE                  ILLEGALLY INSTALLED MIRROR FROM CAB,V*081788E1156A/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19911015.0,
24933,1,1002678,209.0,1.0,19881227,C,A3RD01,418,BROADWAY,,,V*122788CA3RD01,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,20070216.0,
8636,1,1002680,209.0,5.0,19880818,E,11712/2,428,BWAY,1P1662,(51) REPAIR ELEV. NOT TO HIT DOOR LOCKS WHILE TRAVELING TRU SHAFT               (52) REMOVE ILLEGAL CYLINDER TYPE HOISTWAY DOOR LOCKS & REPAIR HOLES I          N SAME,V*081888E11712/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920130.0,
8659,1,1002680,209.0,5.0,19880818,E,11712/3,428,BWAY,1P26413,(51) REMOVE ILLEGAL CYLINDER TYPE HOISTWAY DOOR LOCKS & REPAIR                  HOLES IN SAME. (52) REPLACE OR REPAIR ELEV. PLATFORM & FLOORING,V*081888E11712/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19980921.0,CIACGR ADM.DISM.
5030,1,1002680,209.0,5.0,19880808,E,138332/1,428,BWAY,1P1662,(11 & 12 ) MAKE ALARM & STOP SWITCH AUDIBLE (18)REPAIR KEY                      LOCK-OUT SWITCHES (47)PATCH HOLE IN MOTOR ROOM WALL,V*080888E138332/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19980921.0,CIACGR ADM.DISM.
5027,1,1002680,209.0,5.0,19880808,E,138332/2,428,BWAY,1P26413,(11 & 12)MAKE ALARM BELL & STOP SWITCH AUDIBLE.(33)PROVIDE DOOR                 HANDLE AT STREET LEVEL DOOR.(35)PROVIDE INTERLOCK COVERS WHERE                  NECESSARY  (47)PROVIDE ACCESS DOOR AT MOTOR ROOM (51)REPAIR/RENEW               TRAVELER CABLE,V*080888E138332/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19980921.0,CIACGR ADM.DISM.
8295,1,1002683,209.0,10.0,19880829,E,1156A/9,29,HOWARD ST,1P1844,(1) PROPERLY FUSE CONTROLLER (3) GRILLS(51) BAR OR GATE SHAFTWAY                WINDOWS (52) REMOVAL LOCKS FROM TERMINAL FLOOR DOORS (53) RESTORE               CAR TO OPERATING ORDER,V*082988E1156A/9,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881121.0,280-82
14552,1,1002686,209.0,15.0,19880909,E,1426A/1,19,HOWARD ST,1F1210,PROVIDE A SEQUENCE SWITCH ON THE CONTROL BASIC,V*090988E1426A/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891114.0,262-81
8292,1,1002687,209.0,19.0,19880831,E,1156A/3,138,LAFAYETTE STREE,1P5400,(12) NOT RINGING (51) REMOVE LOCKS FROM HOISTWAY DOORS TERMINAL                 FLLORS,V*083188E1156A/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901219.0,
8362,1,1002687,209.0,19.0,19880831,E,1156A/4,138,LAFAYETTE STREE,1F9628,(51) REMOVE LOCKS FROM HOISTWAY DOORS TERMINAL FLOORS,V*083188E1156A/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20060215.0,CIABNC ADM. DISM.
10347,1,1002689,209.0,24.0,19880929,C,A3RD03,251,CANAL STREET,,,V*092988CA3RD03,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,20070611.0,
6836,1,1002691,209.0,26.0,19880816,E,138332/7,259,CANAL STREET,1F1208,RESTORE ELEV. TO PROPER RUNNING ORDER OR FILE A BUILDING NOTICE                 WITH THIS DEPT. TO PROPERLY DISMANTLE OR TOTALLY REMOVE SAME,V*081688E138332/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890310.0,190-76
8294,1,1002692,209.0,28.0,19880829,E,1156A/4,21,HOWARD ST,1P1842,(51) CLEAN CAR TOP (21)RESHACKLE (3) GRILLS (52) BAR OR GATE                    SHAFTWAY WINDOWS (ALL) (53) REMOVE LOCKS FROM HOISTWAY DOORS,V*082988E1156A/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881128.0,ANH
6826,1,1002692,209.0,28.0,19880816,E,138332/9,21,HOWARD ST,1F1209,,V*081688E138332/9,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881128.0,ANH
6817,1,1002694,209.0,33.0,19880817,E,138332/2,271,CANAL ST,1P12984,(3) PROVIDE GRILLES (33) REMOVE BOLT LOCKS (35) PROVIDE COVERS                  (46) REPAIR OVERHEAD SHEAVE ROOM DOOR (51) PROVIDE PROTECTION GRID              UNDER CAB LIGHT,V*081788E138332/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881007.0,262-81
51123,1,1002695,209.0,34.0,19880817,E,138332-02,273,CANAL ST,1P861,(21 & 24)RESHACKLE & PROPERLY DATE & TAG FOR SAME.(33)REMOVE BOLT               LOCKS FROM DOORS,V*081788E138332-02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881118.0,280-82
6819,1,1002696,209.0,35.0,19880817,E,138332/3,275,CANAL ST,1P5858,(11) PROVIDE BUTTON (34)REPAIR SAFETY EDGE (51)REPLACE COUNTER                  WEIGHT BUFFER SPRING,V*081788E138332/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20020430.0,CIACGR ADM.DISM.
5929,1,1002697,209.0,3.0,19880817,E,1156A/3,424,BROADWAY,1P3839,(51) RESTORE PARKING DEVICE TO WORKING ORDER (52) REMOVE LOCKS                  FROM TOP FLOOR,V*081788E1156A/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890128.0,053-74
5925,1,1002697,209.0,7501.0,19880817,E,1156A/4,424,BROADWAY,1S780,RESTORE ELEV. TO PROPER WORKING ORDER OR FILE NECESSARY PAPERS                  FOR DISMANTLEMENT,V*081788E1156A/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19911015.0,
12278,1,1002706,210.0,4.0,19881103,C,A3RD05,329,CHURCH STREET,,,V*110388CA3RD05,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,19940208.0,
46847,1,1002709,210.0,8.0,19881005,E,1179A/9,332,CANAL STREET,1P27521,(51)REMOVE ALL ELEVATOR LOCKS IN HOISTWAY (52)TAG GOVERNOR FOR AL               L TEST (53)REPAIR ALL HOLES IN SHAFTWAY (54)REPLACE ALL ELECTRICAL              COVERS IN SHAFTWAY,V*100588E1179A/9,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910925.0,
20503,1,1002711,210.0,10.0,19881005,E,1179A/8,324,CANAL STREET,1F1212,(51)REMOVE WATER IN PIT(52)PROVIDE PROPER CLEARENCE BETWEEN                     BUFFER & COUNTERWEIGHT(53)REPAIR LADDER TO MOTOR ROOM(54)PROVIDE                ACCESS TO MOTOR ROOM,V*100588E1179A/8,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881128.0,053-74
